Ali,2600.000000
Aliaa,2407.330078
Nour,2379.996826
Youssef,2264.909912
Farah,2189.229980
Maya,1928.870117
Mahy,1775.939941
AliJr,1623.479980
Retaj,1490.900024
Farida,1330.760010
Mohamed,1197.000000
Habiba,972.280029
Lili,892.320007
Saged,777.619995
Yassin,662.270020
Kenzy,623.289978
YassinE,543.580017
